target_coverage,result_dir,policy,coverage,risk,wrong_auto_rate,auto_error_rate,defer_rate,n
0.62,runs\e2_mvtec_ad\policy_grid_62,uaat_monotone,0.4391304347826087,2.734782608695652,0.217391304347826,0.495049504950495,0.5608695652173913,1380
0.62,runs\e2_mvtec_ad\policy_grid_62,fixed,0.613768115942029,4.060144927536232,0.3673913043478261,0.5985832349468713,0.386231884057971,1380
0.62,runs\e2_mvtec_ad\policy_grid_62,uncertainty_grid,0.613768115942029,4.060144927536232,0.3673913043478261,0.5985832349468713,0.386231884057971,1380
0.63,runs\e2_mvtec_ad\policy_grid_63,uaat_monotone,0.4463768115942029,2.756521739130435,0.2202898550724637,0.4935064935064935,0.5536231884057972,1380
0.63,runs\e2_mvtec_ad\policy_grid_63,fixed,0.6224637681159421,4.123913043478261,0.3746376811594203,0.6018626309662398,0.3775362318840579,1380
0.63,runs\e2_mvtec_ad\policy_grid_63,uncertainty_grid,0.6224637681159421,4.123913043478261,0.3746376811594203,0.6018626309662398,0.3775362318840579,1380
0.64,runs\e2_mvtec_ad\policy_grid_64,uaat_monotone,0.4521739130434782,2.7869565217391306,0.2239130434782608,0.4951923076923077,0.5478260869565217,1380
0.64,runs\e2_mvtec_ad\policy_grid_64,fixed,0.6268115942028986,4.163043478260869,0.3789855072463768,0.6046242774566474,0.3731884057971014,1380
0.64,runs\e2_mvtec_ad\policy_grid_64,uncertainty_grid,0.6268115942028986,4.163043478260869,0.3789855072463768,0.6046242774566474,0.3731884057971014,1380
0.65,runs\e2_mvtec_ad\policy_grid_65,uaat_monotone,0.4536231884057971,2.8000000000000003,0.2253623188405797,0.4968051118210863,0.5463768115942029,1380
0.65,runs\e2_mvtec_ad\policy_grid_65,fixed,0.6297101449275362,4.189130434782609,0.3818840579710145,0.6064441887226697,0.3702898550724638,1380
0.65,runs\e2_mvtec_ad\policy_grid_65,uncertainty_grid,0.6297101449275362,4.189130434782609,0.3818840579710145,0.6064441887226697,0.3702898550724638,1380
0.66,runs\e2_mvtec_ad\policy_grid_66,uaat_monotone,0.4579710144927536,2.8318840579710143,0.2289855072463768,0.5,0.5420289855072464,1380
0.66,runs\e2_mvtec_ad\policy_grid_66,fixed,0.6391304347826087,4.259420289855073,0.3898550724637681,0.6099773242630385,0.3608695652173913,1380
0.66,runs\e2_mvtec_ad\policy_grid_66,uncertainty_grid,0.6391304347826087,4.259420289855073,0.3898550724637681,0.6099773242630385,0.3608695652173913,1380
0.67,runs\e2_mvtec_ad\policy_grid_67,uaat_monotone,0.4608695652173913,2.8579710144927537,0.2318840579710145,0.5031446540880503,0.5391304347826087,1380
0.67,runs\e2_mvtec_ad\policy_grid_67,fixed,0.6550724637681159,4.373913043478261,0.4028985507246377,0.6150442477876106,0.3449275362318841,1380
0.67,runs\e2_mvtec_ad\policy_grid_67,uncertainty_grid,0.6550724637681159,4.373913043478261,0.4028985507246377,0.6150442477876106,0.3449275362318841,1380
0.68,runs\e2_mvtec_ad\policy_grid_68,uaat_monotone,0.4666666666666667,2.902898550724637,0.2369565217391304,0.5077639751552795,0.5333333333333333,1380
0.68,runs\e2_mvtec_ad\policy_grid_68,fixed,0.672463768115942,4.523188405797102,0.4195652173913043,0.6239224137931034,0.327536231884058,1380
0.68,runs\e2_mvtec_ad\policy_grid_68,uncertainty_grid,0.672463768115942,4.523188405797102,0.4195652173913043,0.6239224137931034,0.327536231884058,1380
0.69,runs\e2_mvtec_ad\policy_grid_69,uaat_monotone,0.4746376811594203,2.9673913043478257,0.2442028985507246,0.5145038167938931,0.5253623188405797,1380
0.69,runs\e2_mvtec_ad\policy_grid_69,fixed,0.6818840579710145,4.600724637681159,0.4282608695652174,0.6280552603613178,0.3181159420289855,1380
0.69,runs\e2_mvtec_ad\policy_grid_69,uncertainty_grid,0.6818840579710145,4.600724637681159,0.4282608695652174,0.6280552603613178,0.3181159420289855,1380
0.7,runs\e2_mvtec_ad\policy_grid_70,uaat_monotone,0.4775362318840579,2.986231884057972,0.2463768115942029,0.5159332321699545,0.5224637681159421,1380
0.7,runs\e2_mvtec_ad\policy_grid_70,fixed,0.6869565217391305,4.639130434782609,0.4326086956521739,0.629746835443038,0.3130434782608695,1380
0.7,runs\e2_mvtec_ad\policy_grid_70,uncertainty_grid,0.6869565217391305,4.639130434782609,0.4326086956521739,0.629746835443038,0.3130434782608695,1380
0.71,runs\e2_mvtec_ad\policy_grid_71,uaat_monotone,0.486231884057971,3.042753623188406,0.2528985507246377,0.5201192250372578,0.513768115942029,1380
0.71,runs\e2_mvtec_ad\policy_grid_71,fixed,0.6992753623188406,4.735507246376812,0.4434782608695652,0.6341968911917099,0.3007246376811594,1380
0.71,runs\e2_mvtec_ad\policy_grid_71,uncertainty_grid,0.6992753623188406,4.735507246376812,0.4434782608695652,0.6341968911917099,0.3007246376811594,1380
0.72,runs\e2_mvtec_ad\policy_grid_72,uaat_monotone,0.4920289855072464,3.0731884057971017,0.2565217391304348,0.5213549337260678,0.5079710144927536,1380
0.72,runs\e2_mvtec_ad\policy_grid_72,fixed,0.7079710144927536,4.806521739130435,0.4514492753623188,0.6376663254861822,0.2920289855072464,1380
0.72,runs\e2_mvtec_ad\policy_grid_72,uncertainty_grid,0.7079710144927536,4.806521739130435,0.4514492753623188,0.6376663254861822,0.2920289855072464,1380
0.73,runs\e2_mvtec_ad\policy_grid_73,uaat_monotone,0.4985507246376812,3.088405797101449,0.258695652173913,0.5188953488372093,0.5014492753623188,1380
0.73,runs\e2_mvtec_ad\policy_grid_73,fixed,0.7144927536231884,4.850724637681159,0.4565217391304347,0.6389452332657201,0.2855072463768116,1380
0.73,runs\e2_mvtec_ad\policy_grid_73,uncertainty_grid,0.7144927536231884,4.850724637681159,0.4565217391304347,0.6389452332657201,0.2855072463768116,1380
0.74,runs\e2_mvtec_ad\policy_grid_74,uaat_monotone,0.5007246376811594,3.100724637681159,0.2601449275362318,0.5195369030390738,0.4992753623188406,1380
0.74,runs\e2_mvtec_ad\policy_grid_74,fixed,0.7268115942028985,4.947101449275362,0.4673913043478261,0.6430707876370887,0.2731884057971014,1380
